iter	RMSE
0	0.06717149165
1	0.06617890408
2	0.06524517798
3	0.06431015304
4	0.06336907946
5	0.06248549238
6	0.06159304256
7	0.06072265956
8	0.0598559508
9	0.05901778506
10	0.05815789
11	0.05737510929
12	0.05655320248
13	0.05577005397
14	0.05500715557
15	0.054282214
16	0.05351665788
17	0.05279952962
18	0.05206782504
19	0.05138699578
20	0.05075138948
21	0.05008470904
22	0.0494250362
23	0.04879053748
24	0.04813389639
25	0.04752239276
26	0.04693152739
27	0.04636187489
28	0.04578015967
29	0.04519374804
30	0.0446022783
31	0.04404991349
32	0.04349087838
33	0.04296862495
34	0.04243936076
35	0.04191251784
36	0.04140842981
37	0.04091357449
38	0.04042110855
39	0.03992176178
40	0.03945897047
41	0.03900239774
42	0.03854009596
43	0.03807290156
44	0.03762802005
45	0.03718479196
46	0.03675104261
47	0.03632681352
48	0.03592939833
49	0.03550609028
50	0.03509624846
51	0.03471137049
52	0.03431645983
53	0.03393094329
54	0.03355541022
55	0.0331786017
56	0.03281645782
57	0.03244240092
58	0.03207584491
59	0.03171930922
60	0.03137507734
61	0.03103415959
62	0.03069897137
63	0.03036658104
64	0.03003852969
65	0.02972281764
66	0.02940558877
67	0.02907505869
68	0.02876928388
69	0.02844157767
70	0.02814745436
71	0.02784338024
72	0.02755590878
73	0.02726693367
74	0.02700354301
75	0.02671254189
76	0.02643083344
77	0.02614107159
78	0.02586244384
79	0.02560078692
80	0.02532172141
81	0.02505632061
82	0.02479825438
83	0.02454660071
84	0.02429429828
85	0.02404048298
86	0.02380213568
87	0.02357477721
88	0.02333935111
89	0.02309557856
90	0.02286410005
91	0.02262959493
92	0.02240371675
93	0.02220275193
94	0.02197761488
95	0.02176736892
96	0.02156177399
97	0.02135050979
98	0.02113740577
99	0.02094047253
100	0.02073633421
101	0.02053795107
102	0.02034004637
103	0.02015077746
104	0.01995190989
105	0.01975576074
106	0.01956881957
107	0.01938324863
108	0.01919719578
109	0.01902316153
110	0.01884207123
111	0.01867522534
112	0.01849600557
113	0.01832831875
114	0.01815523645
115	0.0179871973
116	0.01782218929
117	0.01765139457
118	0.01748681689
119	0.01732501882
120	0.01716187168
121	0.01700569937
122	0.01684909932
123	0.01668732316
124	0.01653329123
125	0.01639003716
126	0.01624025612
127	0.01609030454
128	0.01594591758
129	0.01580740215
130	0.01566373036
131	0.01552073027
132	0.01537790946
133	0.01523780655
134	0.01510355911
135	0.01496727417
136	0.01483810297
137	0.01470754583
138	0.01458134124
139	0.01445871457
140	0.01432957514
141	0.01419967635
142	0.01406696436
143	0.01395012626
144	0.01382635909
145	0.01370363892
146	0.01358298958
147	0.0134643556
148	0.01334884847
149	0.01323393488
150	0.0131157587
151	0.01300091473
152	0.01288822518
153	0.01277855213
154	0.01266441684
155	0.01254917766
156	0.01244208661
157	0.01233763833
158	0.01223565123
159	0.01213049785
160	0.01202667861
161	0.01192405756
162	0.0118233929
163	0.01172099078
164	0.01162692496
165	0.01152955395
166	0.01143259222
167	0.01133314694
168	0.01123666473
169	0.01114000748
170	0.01105055994
171	0.01095936904
172	0.01086947746
173	0.01077666431
174	0.01068771799
175	0.01060089984
176	0.01051489552
177	0.01042798197
178	0.01034024916
179	0.01025832376
180	0.01017607083
181	0.01009241251
182	0.01001081777
183	0.00993053007
184	0.009848530376
185	0.009768171462
186	0.009690348177
187	0.009614275728
188	0.009536388437
189	0.009460819717
190	0.009386427014
191	0.009311625692
192	0.009238501451
193	0.009167177665
194	0.009095590766
195	0.009025056902
196	0.008955374158
197	0.008886643284
198	0.008818400304
199	0.00874990555
200	0.008685605784
201	0.008621538136
202	0.008555890722
203	0.008491060782
204	0.008427477085
205	0.008364924301
206	0.00830312389
207	0.008242443419
208	0.008179336234
209	0.008119685333
210	0.008060738941
211	0.008002869826
212	0.007943062978
213	0.007885387624
214	0.007827943114
215	0.007771145726
216	0.007713155299
217	0.007657400382
218	0.007603145903
219	0.007549973569
220	0.007495952261
221	0.007442459508
222	0.007389841891
223	0.007336823645
224	0.007285360622
225	0.007235049203
226	0.007184746769
227	0.007135756913
228	0.007087300828
229	0.007039651477
230	0.006991025263
231	0.006942978396
232	0.006896349118
233	0.006851547538
234	0.006805307956
235	0.006759314311
236	0.006713762763
237	0.006669035728
238	0.006625621803
239	0.006583157396
240	0.006542758052
241	0.006501361407
242	0.006459794998
243	0.006419087344
244	0.006378957259
245	0.00633947439
246	0.006298471727
247	0.006259226244
248	0.00621989401
249	0.00618094134
250	0.006142289165
251	0.006105448035
252	0.006069131849
253	0.00603167053
254	0.00599407134
255	0.005958512675
256	0.005923360635
257	0.005888232264
258	0.005853670849
259	0.005819002334
260	0.005785316642
261	0.005751369966
262	0.005718431466
263	0.005683870782
264	0.005651683316
265	0.005619111178
266	0.005587575085
267	0.005556301499
268	0.005524846486
269	0.005494346085
270	0.005464164226
271	0.005433189463
272	0.005403032463
273	0.005373829691
274	0.005344156245
275	0.005315170323
276	0.005286779343
277	0.005257907818
278	0.005230360653
279	0.005203227209
280	0.005176101439
281	0.005148767658
282	0.005121268031
283	0.005094517209
284	0.005068275021
285	0.005042969843
286	0.005016540621
287	0.004991259833
288	0.004966248553
289	0.004942388427
290	0.004917561196
291	0.004893440503
292	0.004869995958
293	0.004845773053
294	0.004821703428
295	0.004798734152
296	0.00477579557
297	0.004752969557
298	0.004730489349
299	0.00470874454
300	0.004686618512
301	0.004664675523
302	0.004643498429
303	0.004622338922
304	0.004601557879
305	0.004581400435
306	0.004560009564
307	0.004539780056
308	0.004519688828
309	0.004499654418
310	0.004480249228
311	0.004461114906
312	0.004442310302
313	0.004423320534
314	0.004404236256
315	0.004385956837
316	0.004367705652
317	0.00434952519
318	0.004331311075
319	0.004313972303
320	0.004296702064
321	0.004279903195
322	0.004262887903
323	0.004245718412
324	0.004228898496
325	0.004212812659
326	0.004196429899
327	0.004180359453
328	0.004164426557
329	0.004148725576
330	0.004133247209
331	0.004118218352
332	0.004103161391
333	0.004088307715
334	0.00407332953
335	0.004058615126
336	0.004044444918
337	0.004029725638
338	0.00401565766
339	0.004001846749
340	0.003988253707
341	0.00397497045
342	0.003961663283
343	0.003948258555
344	0.003934974551
345	0.003921971144
346	0.003909163163
347	0.003896342743
348	0.003883564195
349	0.003871273762
350	0.003858858903
351	0.003846330718
352	0.003834508712
353	0.003822758144
354	0.003810790724
355	0.003799178797
356	0.003787505287
357	0.003776295966
358	0.00376532305
359	0.00375454358
360	0.003743711031
361	0.003733076111
362	0.003722731163
363	0.003712112621
364	0.003701867319
