iter	RMSE
365	0.003691443445
366	0.003681059682
367	0.003670557442
368	0.003660985258
369	0.003650925217
370	0.003641185535
371	0.003631236544
372	0.003621596803
373	0.003612319897
374	0.003603540799
375	0.003594359373
376	0.003585047151
377	0.00357623717
378	0.003567557393
379	0.003557859438
380	0.003548923204
381	0.003540058667
382	0.003531322142
383	0.003522684066
384	0.003514521243
385	0.00350679195
386	0.003498405213
387	0.003490297621
388	0.00348222328
389	0.003474325956
390	0.003466605248
391	0.003458844534
392	0.003450923515
393	0.003440512479
394	0.003433216945
395	0.003426114575
396	0.003418832914
397	0.003411408592
398	0.003404349211
399	0.003397405589
400	0.003390085481
401	0.003383427844
402	0.003375846994
403	0.00336864971
404	0.003362021224
405	0.003355722984
406	0.003349170671
407	0.003342514276
408	0.003335909633
409	0.003329435873
410	0.003322917961
411	0.003316668498
412	0.003310944989
413	0.003305149032
414	0.003298870768
415	0.003292824595
416	0.003287064348
417	0.003281388937
418	0.003275864126
419	0.003270197125
420	0.003264790322
421	0.003258868174
422	0.003253566626
423	0.003248055221
424	0.003243125106
425	0.003237845464
426	0.003231057579
427	0.003226180349
428	0.003220234801
429	0.003215125484
430	0.003210031993
431	0.003204825759
432	0.003199628334
433	0.003194736041
434	0.003189957306
435	0.003185338948
436	0.003180771728
437	0.003175144058
438	0.003170343385
439	0.003166088604
440	0.003161499741
441	0.003157165115
442	0.003152657584
443	0.003148284719
444	0.003144246561
445	0.003139150012
446	0.00313082433
447	0.003126088392
448	0.003121708823
449	0.003117499449
450	0.003113087325
451	0.00310901983
452	0.003102410122
453	0.003098386345
454	0.003092249004
455	0.003088312625
456	0.003084296783
457	0.003078663567
458	0.003074897537
459	0.003070676108
460	0.003065258321
461	0.003061222446
462	0.003057438899
463	0.003052991733
464	0.003049455303
465	0.003043858155
466	0.003040192635
467	0.003036681204
468	0.003030319523
469	0.003026827778
470	0.003020783323
471	0.003017056337
472	0.003011101376
473	0.003007717714
474	0.003004139312
475	0.003000844322
476	0.002997100526
477	0.002993792891
478	0.002987989573
479	0.002984567264
480	0.002977885257
481	0.002971942024
482	0.002968840584
483	0.002965694157
484	0.002962357418
485	0.002959270636
486	0.00295639077
487	0.0029519426
488	0.002947337229
489	0.002944636929
490	0.002940843654
491	0.002936309628
492	0.002933067471
493	0.002929302759
494	0.002926261036
495	0.002923190692
496	0.002920535834
497	0.002916583025
498	0.002913642338
499	0.002910945388
500	0.002908381022
501	0.002903517623
502	0.002900780242
503	0.002896220747
504	0.002892911272
505	0.002889197472
506	0.002884234214
507	0.002880547877
508	0.002878038499
509	0.002874536447
510	0.002871889916
511	0.002867067807
512	0.002864158957
513	0.002861637043
514	0.002857127561
515	0.002853373037
516	0.002850452564
517	0.002847759438
518	0.002844048192
519	0.002840535735
520	0.002837990915
521	0.002833497862
522	0.002831285485
523	0.002826878307
524	0.002824154177
525	0.002821557458
526	0.002818840177
527	0.002814244491
528	0.002810681447
529	0.002807956189
530	0.002804608774
531	0.002799713358
532	0.002797529723
533	0.002795186409
534	0.002792239324
535	0.002788453318
536	0.002785978395
537	0.0027839431
538	0.002779976693
539	0.002777204793
540	0.00277486715
541	0.002772893244
542	0.002768730961
543	0.002765069538
544	0.002760420652
545	0.002755916633
546	0.002752259764
547	0.002747557289
548	0.002743486364
549	0.002739893157
550	0.002737360921
551	0.002735016169
552	0.002730563453
553	0.002726400258
554	0.002724293999
555	0.0027203097
556	0.00271804401
557	0.002714924874
558	0.00271191325
559	0.002709119693
560	0.002706242333
561	0.002703553714
562	0.002699311802
563	0.002695497435
564	0.002692105133
565	0.00268991464
566	0.002686748648
567	0.00268394326
568	0.002680072827
569	0.002678418551
570	0.002676603283
571	0.002674148481
572	0.002670235595
573	0.002666516321
574	0.002663843519
575	0.002661255186
576	0.002658046175
577	0.002653632129
578	0.002650779109
579	0.002647224434
580	0.002644929731
581	0.002641634278
582	0.002637491536
583	0.002634666785
584	0.002631287472
585	0.002628360058
586	0.002625193751
587	0.002621999898
588	0.002619112304
589	0.002617286018
590	0.002614823326
591	0.002612671606
592	0.002609133612
593	0.002605885857
594	0.002602582961
595	0.002599872668
596	0.002597066453
597	0.002594434848
598	0.00259150762
599	0.002590007952
600	0.002586298221
601	0.002584801679
602	0.00258264218
603	0.002581045685
604	0.002577118144
605	0.002573462708
606	0.002571563777
607	0.002569767648
608	0.002568337216
609	0.002566278501
610	0.002564735633
611	0.002562020222
612	0.002559916672
613	0.002557673859
614	0.002553704391
615	0.002551741177
616	0.002550247721
617	0.002548301633
618	0.002545113668
619	0.00254373409
620	0.00254190146
621	0.002539232661
622	0.002537815352
623	0.002535217454
624	0.00253290586
625	0.002530350427
626	0.002528176781
627	0.002525321017
628	0.002523424723
629	0.002520949833
630	0.002519283599
631	0.002517894738
632	0.00251516867
633	0.002511758295
634	0.002509611428
635	0.002507739817
636	0.002506413118
637	0.00250418239
638	0.002501310449
639	0.0024988697
640	0.002497009844
641	0.002494936478
642	0.002492950953
643	0.00249126081
644	0.002489233999
645	0.002487262914
646	0.002485707209
647	0.002483537027
648	0.002481602735
649	0.002480335141
650	0.002477507726
651	0.002474051486
652	0.002471498808
653	0.002469796414
654	0.002467478827
655	0.002464916881
656	0.002462744408
657	0.002460368083
658	0.00245854088
659	0.002456431379
660	0.002454215677
661	0.002451249789
662	0.002450157676
663	0.002448482764
664	0.002446233107
665	0.002443599919
666	0.002440996873
667	0.002438284663
668	0.002436317293
669	0.002434417748
670	0.002432258384
671	0.002430365832
672	0.002428126021
673	0.002425593111
674	0.002423399563
675	0.002421211179
676	0.002419259781
677	0.00241689628
678	0.002415494441
679	0.002413232485
680	0.002411728486
681	0.002410158007
682	0.002408268059
683	0.002406134157
684	0.002403579408
685	0.002402113471
686	0.002400591841
687	0.002399321265
688	0.002398022706
689	0.002395723534
690	0.00239402319
691	0.002392010675
692	0.002389394928
693	0.002387461069
694	0.002385587915
695	0.00238353571
696	0.002381670487
697	0.002379658871
698	0.002377630765
699	0.002375376668
700	0.002373240075
701	0.002370942346
702	0.002368926653
703	0.002367630532
704	0.002366100646
705	0.002363970128
706	0.002361915698
707	0.002359970806
708	0.002358201298
709	0.002356974567
710	0.002354647569
711	0.002352735879
712	0.00235050083
713	0.002349052858
714	0.002347986804
715	0.002345476804
716	0.002343946477
717	0.002342146257
718	0.002341022487
719	0.00233911892
720	0.002336879619
721	0.002335096658
722	0.002332430909
723	0.002331412506
724	0.002329807026
725	0.002327441956
726	0.002326013525
727	0.002323954277
728	0.002322123719
729	0.002320400981
730	0.002318387877
731	0.00231673778
732	0.002315610476
733	0.002314767283
734	0.002313018368
735	0.002311300196
736	0.002309552477
737	0.002307281731
738	0.002305529788
739	0.002302998013
740	0.002301110129
741	0.002299622401
742	0.002298173509
743	0.002296386064
744	0.002295034292
745	0.002293228932
746	0.002291588464
747	0.002290027456
748	0.002288327672
749	0.002286582115
750	0.002285239014
751	0.002284426304
752	0.002282755724
753	0.002280864294
754	0.002279512131
755	0.002277806473
756	0.002276540592
757	0.002274701978
758	0.002273369237
759	0.00227104051
760	0.002269209963
761	0.002267759809
762	0.00226601041
763	0.002264178691
764	0.002262667299
765	0.002261762636
766	0.002259731079
767	0.002258298974
768	0.002256148747
769	0.002254549134
770	0.002253315653
771	0.002252078548
772	0.002250401131
773	0.002248899682
774	0.002247556059
775	0.002245920387
776	0.002244950551
777	0.002243727069
778	0.002242671827
779	0.002240987328
780	0.002239424767
781	0.002238118462
782	0.002236588835
783	0.002234310572
784	0.0022330829
785	0.002231503818
786	0.002230082853
787	0.002228575058
788	0.002227274759
789	0.002226335504
790	0.002224639088
791	0.002223411087
792	0.002221827036
793	0.002219722935
794	0.002217619953
795	0.002215513797
796	0.002213896454
797	0.002212147824
798	0.002210390419
799	0.002209047469
800	0.002207137189
801	0.002205399008
802	0.002204287158
803	0.002202504141
804	0.002200802055
805	0.002198817692
806	0.002197163508
807	0.002195532041
808	0.002193971085
809	0.002192644144
810	0.002191294722
811	0.002189505916
812	0.002188038729
813	0.002186571573
814	0.002184975589
815	0.002183845272
816	0.002182293419
817	0.002181164977
818	0.002179907098
819	0.002178427837
820	0.002177517941
821	0.002175653049
822	0.002174076983
823	0.002172605566
824	0.002171208086
825	0.00216936307
826	0.002168046483
827	0.002166572256
828	0.002165421897
829	0.002163638984
830	0.002162310136
831	0.002160875544
832	0.002159167698
833	0.002158036487
834	0.002156287819
835	0.002155243071
836	0.002153329034
837	0.002151988718
838	0.002150850687
839	0.002149289662
840	0.002148315228
841	0.002147053972
842	0.00214559774
843	0.002144029764
844	0.002142749494
845	0.0021412631
846	0.002139952137
847	0.002138633422
848	0.002136996206
849	0.002135848169
850	0.00213451462
851	0.002133748057
852	0.002132673048
853	0.002131231714
854	0.002129972044
855	0.002128838096
856	0.002127198173
857	0.002125687053
858	0.002124299491
859	0.002123553258
860	0.002122129876
861	0.002120926689
862	0.002119808626
863	0.002118395355
864	0.002117139421
865	0.002115687998
866	0.002113865984
867	0.002112513055
868	0.0021108585
869	0.002109955432
870	0.002108393191
871	0.002106881539
872	0.00210539398
873	0.002104139418
874	0.002103263075
875	0.00210197583
876	0.002100642377
877	0.002099044815
878	0.002098071173
879	0.002096661697
880	0.002095375553
881	0.002093999878
882	0.002092546397
883	0.00209107138
884	0.00208956033
885	0.002088346867
886	0.002086764818
887	0.00208585387
888	0.002084793687
889	0.002083551003
890	0.002082531881
891	0.002081164311
892	0.002079616616
893	0.002078873955
894	0.002077650505
895	0.002076359558
896	0.00207505267
897	0.002073681799
898	0.002072569577
899	0.002071452997
900	0.00206970716
901	0.00206866457
902	0.002067578417
903	0.002066138623
904	0.002064828873
905	0.002063361606
906	0.002062179458
907	0.002060833253
908	0.00205970507
909	0.002058001232
910	0.002056483432
911	0.002054979917
912	0.002053800271
913	0.002052757146
914	0.00205152497
915	0.002050601742
916	0.002049162476
917	0.002047472387
918	0.002045840775
919	0.002044439318
920	0.002043483879
921	0.002042077443
922	0.002040675495
923	0.002039382078
924	0.00203853456
925	0.002037262524
926	0.002036059273
927	0.002034333684
928	0.002033012817
929	0.002031607926
930	0.002030463361
931	0.002029049245
932	0.002027888731
933	0.002026887647
934	0.002025671455
935	0.00202438461
936	0.002023600847
937	0.002022526402
938	0.002021374882
939	0.002019929946
940	0.002018760845
941	0.002017831552
942	0.002016208517
943	0.002015079593
944	0.002014105788
945	0.002013234603
946	0.002011956868
947	0.002010772908
948	0.002009469571
949	0.002008303529
950	0.002006764357
951	0.002005912362
952	0.002004656443
953	0.002003670528
954	0.002002322734
955	0.002001314507
956	0.002000311921
957	0.001998285681
958	0.00199704181
959	0.001995929557
960	0.001995089581
961	0.001994151288
962	0.001992913824
963	0.001992023953
964	0.001990869516
965	0.001989878442
966	0.001988530274
967	0.001987145489
968	0.001986119826
969	0.001985053367
970	0.001984191957
971	0.001983111038
972	0.001982210914
973	0.001981145335
974	0.001979532465
975	0.001978712413
976	0.001977929634
977	0.001976711272
978	0.001975516992
979	0.001974461721
980	0.001973056514
981	0.001972001241
982	0.001970998234
983	0.001969761207
984	0.001968468452
985	0.001967726491
986	0.001966816323
987	0.001965671689
988	0.001964649404
989	0.001963632959
990	0.001962735011
991	0.001961660283
992	0.001960403426
993	0.001959370249
994	0.001958362475
995	0.001957359029
996	0.001956406877
997	0.001954719191
998	0.001953706143
999	0.001952644876
